NumMol,RefSite_dif,LAT,LON
1248,1258,50.299147,3.791942
1270,1258,50.299147,3.791942
1270,1258,50.299147,3.791942
1270,1258,50.299147,3.791942
1270,1258,50.299147,3.791942
1270,1258,50.299147,3.791942
1289,1258,50.299147,3.791942
1300,1258,50.299147,3.791942
1305,1258,50.299147,3.791942
1305,1258,50.299147,3.791942
1305,1258,50.299147,3.791942
1322,1258,50.299147,3.791942
1322,1258,50.299147,3.791942
1325,1258,50.299147,3.791942
1360,1258,50.299147,3.791942
1396,1258,50.299147,3.791942
1398,1258,50.299147,3.791942
1398,1258,50.299147,3.791942
1398,1258,50.299147,3.791942
1398,1258,50.299147,3.791942
1398,1258,50.299147,3.791942
1412,1258,50.299147,3.791942
1412,1258,50.299147,3.791942
1413,1258,50.299147,3.791942
1413,1258,50.299147,3.791942
1413,1258,50.299147,3.791942
1470,1258,50.299147,3.791942
1470,1258,50.299147,3.791942
1509,1258,50.299147,3.791942
1556,1258,50.299147,3.791942
1556,1258,50.299147,3.791942
1556,1258,50.299147,3.791942
1577,1258,50.299147,3.791942
1578,1258,50.299147,3.791942
1586,1258,50.299147,3.791942
1593,1258,50.299147,3.791942
1606,1258,50.299147,3.791942
2010,1258,50.299147,3.791942
2037,1258,50.299147,3.791942
3026,1258,50.299147,3.791942
3046,1258,50.299147,3.791942
3046,1258,50.299147,3.791942
3046,1258,50.299147,3.791942
3046,1258,50.299147,3.791942
3059,1258,50.299147,3.791942
3059,1258,50.299147,3.791942
3059,1258,50.299147,3.791942
3067,1258,50.299147,3.791942
3076,1258,50.299147,3.791942
3076,1258,50.299147,3.791942
3089,1258,50.299147,3.791942
3091,1258,50.299147,3.791942
3120,1258,50.299147,3.791942
3134,1258,50.299147,3.791942
3136,1258,50.299147,3.791942
3137,1258,50.299147,3.791942
3140,1258,50.299147,3.791942
3144,1258,50.299147,3.791942
3161,1258,50.299147,3.791942
3163,1258,50.299147,3.791942
3163,1258,50.299147,3.791942
3163,1258,50.299147,3.791942
3167,1258,50.299147,3.791942
3173,1258,50.299147,3.791942
3223,1258,50.299147,3.791942
3255,1258,50.299147,3.791942
3261,1258,50.299147,3.791942
3261,1258,50.299147,3.791942
3261,1258,50.299147,3.791942
3261,1258,50.299147,3.791942
3261,1258,50.299147,3.791942
3261,1258,50.299147,3.791942
3261,1258,50.299147,3.791942
3267,1258,50.299147,3.791942
3273,1258,50.299147,3.791942
3273,1258,50.299147,3.791942
3277,1258,50.299147,3.791942
3285,1258,50.299147,3.791942
3285,1258,50.299147,3.791942
10000,1258,50.299147,3.791942
10000,1258,50.299147,3.791942
10000,1258,50.299147,3.791942
10000,1258,50.299147,3.791942
10000,1258,50.299147,3.791942
10009,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20000,1258,50.299147,3.791942
20001,1258,50.299147,3.791942
20002,1258,50.299147,3.791942
20002,1258,50.299147,3.791942
20002,1258,50.299147,3.791942
20002,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30000,1258,50.299147,3.791942
30008,1258,50.299147,3.791942
30011,1258,50.299147,3.791942
28,1259,50.296060,3.791710
158,1259,50.296060,3.791710
1025,1259,50.296060,3.791710
330,1260,50.299990,3.787997
1193,1260,50.299990,3.787997
2,1261,49.27732,-0.7039
8,1261,49.27732,-0.7039
9,1261,49.27732,-0.7039
14,1261,49.27732,-0.7039
24,1261,49.27732,-0.7039
26,1261,49.27732,-0.7039
31,1261,49.27732,-0.7039
36,1261,49.27732,-0.7039
40,1261,49.27732,-0.7039
53,1261,49.27732,-0.7039
61,1261,49.27732,-0.7039
61,1261,49.27732,-0.7039
62,1261,49.27732,-0.7039
62,1261,49.27732,-0.7039
66,1261,49.27732,-0.7039
68,1261,49.27732,-0.7039
80,1261,49.27732,-0.7039
82,1261,49.27732,-0.7039
95,1261,49.27732,-0.7039
96,1261,49.27732,-0.7039
100,1261,49.27732,-0.7039
107,1261,49.27732,-0.7039
112,1261,49.27732,-0.7039
113,1261,49.27732,-0.7039
121,1261,49.27732,-0.7039
126,1261,49.27732,-0.7039
131,1261,49.27732,-0.7039
135,1261,49.27732,-0.7039
138,1261,49.27732,-0.7039
140,1261,49.27732,-0.7039
146,1261,49.27732,-0.7039
153,1261,49.27732,-0.7039
158,1261,49.27732,-0.7039
159,1261,49.27732,-0.7039
163,1261,49.27732,-0.7039
167,1261,49.27732,-0.7039
168,1261,49.27732,-0.7039
168,1261,49.27732,-0.7039
171,1261,49.27732,-0.7039
172,1261,49.27732,-0.7039
175,1261,49.27732,-0.7039
178,1261,49.27732,-0.7039
190,1261,49.27732,-0.7039
194,1261,49.27732,-0.7039
195,1261,49.27732,-0.7039
199,1261,49.27732,-0.7039
199,1261,49.27732,-0.7039
200,1261,49.27732,-0.7039
216,1261,49.27732,-0.7039
236,1261,49.27732,-0.7039
250,1261,49.27732,-0.7039
252,1261,49.27732,-0.7039
261,1261,49.27732,-0.7039
261,1261,49.27732,-0.7039
264,1261,49.27732,-0.7039
264,1261,49.27732,-0.7039
270,1261,49.27732,-0.7039
293,1261,49.27732,-0.7039
299,1261,49.27732,-0.7039
304,1261,49.27732,-0.7039
307,1261,49.27732,-0.7039
316,1261,49.27732,-0.7039
322,1261,49.27732,-0.7039
331,1261,49.27732,-0.7039
333,1261,49.27732,-0.7039
1003,1261,49.27732,-0.7039
1018,1261,49.27732,-0.7039
1037,1261,49.27732,-0.7039
1112,1261,49.27732,-0.7039
1139,1261,49.27732,-0.7039
1143,1261,49.27732,-0.7039
1180,1261,49.27732,-0.7039
1187,1261,49.27732,-0.7039
1188,1261,49.27732,-0.7039
1195,1261,49.27732,-0.7039
1228,1261,49.27732,-0.7039
1229,1261,49.27732,-0.7039
1305,1261,49.27732,-0.7039
1344,1261,49.27732,-0.7039
25,1262,49.27732,-0.7039
28,1262,49.27732,-0.7039
30,1262,49.27732,-0.7039
58,1262,49.27732,-0.7039
117,1262,49.27732,-0.7039
200,1262,49.27732,-0.7039
216,1262,49.27732,-0.7039
244,1262,49.27732,-0.7039
297,1262,49.27732,-0.7039
322,1262,49.27732,-0.7039
334,1262,49.27732,-0.7039
1037,1262,49.27732,-0.7039
1168,1262,49.27732,-0.7039
257,1263,53.10861,5.58839
24,1264,48.39866,3.18834
53,1265,49.7918,2.58514
194,1265,49.7918,2.58514
200,1265,49.7918,2.58514
1,1266,49.14232,2.28705
34,1266,49.14232,2.28705
53,1266,49.14232,2.28705
94,1266,49.14232,2.28705
125,1266,49.14232,2.28705
125,1266,49.14232,2.28705
158,1266,49.14232,2.28705
200,1266,49.14232,2.28705
321,1266,49.14232,2.28705
330,1266,49.14232,2.28705
351,1266,49.14232,2.28705
1018,1266,49.14232,2.28705
1019,1266,49.14232,2.28705
1140,1266,49.14232,2.28705
1193,1266,49.14232,2.28705
1300,1266,49.14232,2.28705
1435,1266,49.14232,2.28705
1484,1266,49.14232,2.28705
2006,1266,49.14232,2.28705
2012,1266,49.14232,2.28705
2034,1266,49.14232,2.28705
3060,1266,49.14232,2.28705
3065,1266,49.14232,2.28705
63,1267,49.14232,2.28705
125,1267,49.14232,2.28705
329,1267,49.14232,2.28705
1579,1267,49.14232,2.28705
64,1268,49.14232,2.28705
1055,1268,49.14232,2.28705
1117,1268,49.14232,2.28705
114,1269,49.14232,2.28705
130,1269,49.14232,2.28705
1210,1269,49.14232,2.28705
1367,1269,49.14232,2.28705
34,1270,49.14232,2.28705
334,1270,49.14232,2.28705
133,1271,49.43333,2.08333
48,1272,49.4,6.7
1098,1273,50.99258,6.57128
20002,1273,50.99258,6.57128
28,1274,51.777561,6.178901
43,1274,51.777561,6.178901
43,1274,51.777561,6.178901
57,1274,51.777561,6.178901
62,1274,51.777561,6.178901
112,1274,51.777561,6.178901
158,1274,51.777561,6.178901
158,1274,51.777561,6.178901
230,1274,51.777561,6.178901
1019,1274,51.777561,6.178901
1110,1274,51.777561,6.178901
1112,1274,51.777561,6.178901
1135,1274,51.777561,6.178901
1138,1274,51.777561,6.178901
1151,1274,51.777561,6.178901
1557,1274,51.777561,6.178901
3099,1274,51.777561,6.178901
3108,1274,51.777561,6.178901
3255,1274,51.777561,6.178901
10000,1274,51.777561,6.178901
20002,1274,51.777561,6.178901
20003,1274,51.777561,6.178901
30000,1274,51.777561,6.178901
30000,1274,51.777561,6.178901
75,1275,51.00692,6.56128
199,1275,51.00692,6.56128
108,1276,49.07732,2.46889
286,1276,49.07732,2.46889
322,1276,49.07732,2.46889
1034,1276,49.07732,2.46889
1034,1276,49.07732,2.46889
1193,1276,49.07732,2.46889
1193,1276,49.07732,2.46889
1366,1276,49.07732,2.46889
1402,1276,49.07732,2.46889
1488,1276,49.07732,2.46889
1495,1276,49.07732,2.46889
2012,1276,49.07732,2.46889
282,1277,49.70671,2.11619
298,1277,49.70671,2.11619
1098,1277,49.70671,2.11619
81,1278,49.19833,8.27944
158,1278,49.19833,8.27944
177,1278,49.19833,8.27944
53,1280,48.37290,7.61684
10000,1280,48.37290,7.61684
158,1281,49.054871,1.566423
252,1281,49.054871,1.566423
252,1281,49.054871,1.566423
40,1282,50.93966,6.63111
43,1282,50.93966,6.63111
56,1282,50.93966,6.63111
66,1282,50.93966,6.63111
68,1282,50.93966,6.63111
117,1282,50.93966,6.63111
120,1282,50.93966,6.63111
122,1282,50.93966,6.63111
130,1282,50.93966,6.63111
130,1282,50.93966,6.63111
133,1282,50.93966,6.63111
152,1282,50.93966,6.63111
152,1282,50.93966,6.63111
199,1282,50.93966,6.63111
200,1282,50.93966,6.63111
223,1282,50.93966,6.63111
236,1282,50.93966,6.63111
236,1282,50.93966,6.63111
299,1282,50.93966,6.63111
310,1282,50.93966,6.63111
329,1282,50.93966,6.63111
331,1282,50.93966,6.63111
1139,1282,50.93966,6.63111
1214,1282,50.93966,6.63111
1504,1282,50.93966,6.63111
3051,1282,50.93966,6.63111
3051,1282,50.93966,6.63111
3131,1282,50.93966,6.63111
28,1283,50.28333,7.08333
283,1283,50.28333,7.08333
86,1285,49.40389,3.88596
1161,1285,49.40389,3.88596
1181,1285,49.40389,3.88596
1216,1285,49.40389,3.88596
1573,1285,49.40389,3.88596
1297,1286,49.41599,3.91868
56,1287,49.40345,3.90143
2031,1287,49.40345,3.90143
108,1288,47.10981,2.28886
165,1288,47.10981,2.28886
1205,1288,47.10981,2.28886
3034,1289,47.10682,9.34645
110,1290,49.61111,06.05
212,1291,49.59534,6.01382
212,1291,49.59534,6.01382
246,1291,49.59534,6.01382
293,1291,49.59534,6.01382
1176,1291,49.59534,6.01382
3137,1292,47.24878,6.01815
283,1293,47.24878,6.01815
298,1293,47.24878,6.01815
1177,1294,47.24878,6.01815
1383,1294,47.24878,6.01815
138,1295,50.02593,2.11318
1038,1296,49.34615,7.25527
48,1298,49.68111,8.38918
98,1298,49.68111,8.38918
151,1298,49.68111,8.38918
158,1298,49.68111,8.38918
1039,1298,49.68111,8.38918
1243,1298,49.68111,8.38918
3022,1298,49.68111,8.38918
3059,1298,49.68111,8.38918
178,1299,49.76667,10.08333
4,1300,48.0594444,7.540555555555556
12,1300,48.0594444,7.540555555555556
24,1300,48.0594444,7.540555555555556
24,1300,48.0594444,7.540555555555556
24,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
25,1300,48.0594444,7.540555555555556
26,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
28,1300,48.0594444,7.540555555555556
29,1300,48.0594444,7.540555555555556
29,1300,48.0594444,7.540555555555556
30,1300,48.0594444,7.540555555555556
30,1300,48.0594444,7.540555555555556
30,1300,48.0594444,7.540555555555556
30,1300,48.0594444,7.540555555555556
30,1300,48.0594444,7.540555555555556
30,1300,48.0594444,7.540555555555556
30,1300,48.0594444,7.540555555555556
33,1300,48.0594444,7.540555555555556
34,1300,48.0594444,7.540555555555556
34,1300,48.0594444,7.540555555555556
36,1300,48.0594444,7.540555555555556
36,1300,48.0594444,7.540555555555556
36,1300,48.0594444,7.540555555555556
38,1300,48.0594444,7.540555555555556
38,1300,48.0594444,7.540555555555556
38,1300,48.0594444,7.540555555555556
43,1300,48.0594444,7.540555555555556
43,1300,48.0594444,7.540555555555556
43,1300,48.0594444,7.540555555555556
43,1300,48.0594444,7.540555555555556
43,1300,48.0594444,7.540555555555556
43,1300,48.0594444,7.540555555555556
43,1300,48.0594444,7.540555555555556
44,1300,48.0594444,7.540555555555556
44,1300,48.0594444,7.540555555555556
44,1300,48.0594444,7.540555555555556
44,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
50,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
53,1300,48.0594444,7.540555555555556
56,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
57,1300,48.0594444,7.540555555555556
58,1300,48.0594444,7.540555555555556
58,1300,48.0594444,7.540555555555556
61,1300,48.0594444,7.540555555555556
61,1300,48.0594444,7.540555555555556
63,1300,48.0594444,7.540555555555556
63,1300,48.0594444,7.540555555555556
63,1300,48.0594444,7.540555555555556
66,1300,48.0594444,7.540555555555556
67,1300,48.0594444,7.540555555555556
67,1300,48.0594444,7.540555555555556
68,1300,48.0594444,7.540555555555556
68,1300,48.0594444,7.540555555555556
68,1300,48.0594444,7.540555555555556
68,1300,48.0594444,7.540555555555556
68,1300,48.0594444,7.540555555555556
79,1300,48.0594444,7.540555555555556
79,1300,48.0594444,7.540555555555556
79,1300,48.0594444,7.540555555555556
79,1300,48.0594444,7.540555555555556
79,1300,48.0594444,7.540555555555556
79,1300,48.0594444,7.540555555555556
79,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
80,1300,48.0594444,7.540555555555556
81,1300,48.0594444,7.540555555555556
81,1300,48.0594444,7.540555555555556
81,1300,48.0594444,7.540555555555556
81,1300,48.0594444,7.540555555555556
81,1300,48.0594444,7.540555555555556
81,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
87,1300,48.0594444,7.540555555555556
88,1300,48.0594444,7.540555555555556
88,1300,48.0594444,7.540555555555556
88,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
95,1300,48.0594444,7.540555555555556
96,1300,48.0594444,7.540555555555556
96,1300,48.0594444,7.540555555555556
96,1300,48.0594444,7.540555555555556
98,1300,48.0594444,7.540555555555556
98,1300,48.0594444,7.540555555555556
98,1300,48.0594444,7.540555555555556
106,1300,48.0594444,7.540555555555556
106,1300,48.0594444,7.540555555555556
108,1300,48.0594444,7.540555555555556
108,1300,48.0594444,7.540555555555556
108,1300,48.0594444,7.540555555555556
110,1300,48.0594444,7.540555555555556
110,1300,48.0594444,7.540555555555556
110,1300,48.0594444,7.540555555555556
110,1300,48.0594444,7.540555555555556
110,1300,48.0594444,7.540555555555556
112,1300,48.0594444,7.540555555555556
113,1300,48.0594444,7.540555555555556
113,1300,48.0594444,7.540555555555556
113,1300,48.0594444,7.540555555555556
113,1300,48.0594444,7.540555555555556
113,1300,48.0594444,7.540555555555556
113,1300,48.0594444,7.540555555555556
113,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
115,1300,48.0594444,7.540555555555556
117,1300,48.0594444,7.540555555555556
118,1300,48.0594444,7.540555555555556
118,1300,48.0594444,7.540555555555556
119,1300,48.0594444,7.540555555555556
120,1300,48.0594444,7.540555555555556
121,1300,48.0594444,7.540555555555556
122,1300,48.0594444,7.540555555555556
122,1300,48.0594444,7.540555555555556
122,1300,48.0594444,7.540555555555556
123,1300,48.0594444,7.540555555555556
131,1300,48.0594444,7.540555555555556
148,1300,48.0594444,7.540555555555556
148,1300,48.0594444,7.540555555555556
148,1300,48.0594444,7.540555555555556
148,1300,48.0594444,7.540555555555556
148,1300,48.0594444,7.540555555555556
151,1300,48.0594444,7.540555555555556
151,1300,48.0594444,7.540555555555556
151,1300,48.0594444,7.540555555555556
151,1300,48.0594444,7.540555555555556
151,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
152,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
154,1300,48.0594444,7.540555555555556
158,1300,48.0594444,7.540555555555556
159,1300,48.0594444,7.540555555555556
159,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
165,1300,48.0594444,7.540555555555556
166,1300,48.0594444,7.540555555555556
166,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
169,1300,48.0594444,7.540555555555556
172,1300,48.0594444,7.540555555555556
172,1300,48.0594444,7.540555555555556
172,1300,48.0594444,7.540555555555556
172,1300,48.0594444,7.540555555555556
172,1300,48.0594444,7.540555555555556
172,1300,48.0594444,7.540555555555556
172,1300,48.0594444,7.540555555555556
172,1300,48.0594444,7.540555555555556
175,1300,48.0594444,7.540555555555556
175,1300,48.0594444,7.540555555555556
175,1300,48.0594444,7.540555555555556
175,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
177,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
178,1300,48.0594444,7.540555555555556
188,1300,48.0594444,7.540555555555556
195,1300,48.0594444,7.540555555555556
212,1300,48.0594444,7.540555555555556
212,1300,48.0594444,7.540555555555556
219,1300,48.0594444,7.540555555555556
219,1300,48.0594444,7.540555555555556
219,1300,48.0594444,7.540555555555556
219,1300,48.0594444,7.540555555555556
219,1300,48.0594444,7.540555555555556
223,1300,48.0594444,7.540555555555556
223,1300,48.0594444,7.540555555555556
224,1300,48.0594444,7.540555555555556
224,1300,48.0594444,7.540555555555556
224,1300,48.0594444,7.540555555555556
224,1300,48.0594444,7.540555555555556
226,1300,48.0594444,7.540555555555556
261,1300,48.0594444,7.540555555555556
262,1300,48.0594444,7.540555555555556
262,1300,48.0594444,7.540555555555556
281,1300,48.0594444,7.540555555555556
293,1300,48.0594444,7.540555555555556
293,1300,48.0594444,7.540555555555556
293,1300,48.0594444,7.540555555555556
